,utterance,filtered_tokens,normalized_tokens,label_predictions
741,"question: Suppose -1452 = 5*m - 4*b, -2*m + 4*m = 2*b - 582. Let k be 4/10 + m/45. Let q be 2 - (2 - (2 - 4)). Is q > k? answer: True","['question', ':', 'suppose', '-1452', '=', '5', '*', 'm', '-', '4', '*', 'b', ',', '-2', '*', 'm', '+', '4', '*', 'm', '=', '2', '*', 'b', '-', '582.', 'let', 'k', 'be', '4/10', '+', 'm/45.', 'let', 'q', 'be', '2', '-', '(2', '-', '(2', '-', '4)).', 'is', 'q', '>', 'k', '?', 'answer', ':', 'true']","['question', ':', ' ', 'suppose', ' ', '-1452', ' ', '=', ' ', '5', '*', 'm', ' ', '-', ' ', '4', '*', 'b', ',', ' ', '-2', '*', 'm', ' ', '+', ' ', '4', '*', 'm', ' ', '=', ' ', '2', '*', 'b', ' ', '-', ' ', '582.', ' ', 'let', ' ', 'k', ' ', 'be', ' ', '4/10', ' ', '+', ' ', 'm/45.', ' ', 'let', ' ', 'q', ' ', 'be', ' ', '2', ' ', '-', ' ', '(2', ' ', '-', ' ', '(2', ' ', '-', ' ', '4)).', ' ', 'is', ' ', 'q', ' ', '>', ' ', 'k', '?', ' ', 'answer', ':', ' ', 'true']","[('question', 'None'), (':', 'None'), ('suppose', 'None'), ('-1452', 'cardinal'), ('=', 'None'), ('5', 'cardinal'), ('*', 'None'), ('m', 'characters'), ('-', 'None'), ('4', 'cardinal'), ('*', 'None'), ('b', 'characters'), (',', 'None'), ('-2', 'cardinal'), ('*', 'None'), ('m', 'characters'), ('+', 'None'), ('4', 'cardinal'), ('*', 'None'), ('m', 'characters'), ('=', 'None'), ('2', 'cardinal'), ('*', 'None'), ('b', 'characters'), ('-', 'None'), ('582.', 'cardinal'), ('let', 'None'), ('k', 'characters'), ('be', 'None'), ('4/10', 'fraction'), ('+', 'None'), ('m/45.', 'fraction'), ('let', 'None'), ('q', 'characters'), ('be', 'None'), ('2', 'cardinal'), ('-', 'None'), ('(', 'None'), ('2', 'cardinal'), ('-', 'None'), ('(', 'None'), ('2', 'cardinal'), ('-', 'None'), ('4)', 'cardinal'), (')', 'None'), ('.', 'None'), ('is', 'None'), ('q', 'characters'), ('>', 'None'), ('k', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('true', 'None')]"
742,question: Let c be 64/11 - 28/(-154). Let o be -164 - (-10)/5 - c. Is -167 > o? answer: True,"['question', ':', 'let', 'c', 'be', '64/11', '-', '28/(-154).', 'let', 'o', 'be', '-164', '-', '(-10)/5', '-', 'c.', 'is', '-167', '>', 'o', '?', 'answer', ':', 'true']","['question', ':', ' ', 'let', ' ', 'c', ' ', 'be', ' ', '64/11', ' ', '-', ' ', '28/(-154).', ' ', 'let', ' ', 'o', ' ', 'be', ' ', '-164', ' ', '-', ' ', '(-10)/5', ' ', '-', ' ', 'c.', ' ', 'is', ' ', '-167', ' ', '>', ' ', 'o', '?', ' ', 'answer', ':', ' ', 'true']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('c', 'characters'), ('be', 'None'), ('64/11', 'fraction'), ('-', 'None'), ('28/(-154).', 'fraction'), ('let', 'None'), ('o', 'characters'), ('be', 'None'), ('-164', 'cardinal'), ('-', 'None'), ('(-10)/5', 'fraction'), ('-', 'None'), ('c.', 'characters'), ('is', 'None'), ('-167', 'cardinal'), ('>', 'None'), ('o', '?', 'characters'), ('answer', 'None'), (':', 'None'), ('true', 'None')]"
743,question: Let r be 4 + 98/(-2) - (1 + (-20)/(-10)). Which is greater: -42 or r? answer: -42,"['question', ':', 'let', 'r', 'be', '4', '+', '98/(-2)', '-', '(1', '+', '(-20)/(-10)).', 'which', 'is', 'greater', ':', '-42', 'or', 'r', '?', 'answer', ':', '-42']","['question', ':', ' ', 'let', ' ', 'r', ' ', 'be', ' ', '4', ' ', '+', ' ', '98/(-2)', ' ', '-', ' ', '(1', ' ', '+', ' ', '(-20)/(-10)).', ' ', 'which', ' ', 'is', ' ', 'greater', ':', ' ', '-42', ' ', 'or', ' ', 'r', '?', ' ', 'answer', ':', ' ', '-42']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('r', 'characters'), ('be', 'None'), ('4', 'cardinal'), ('+', 'None'), ('98/(-2)', 'fraction'), ('-', 'None'), ('(1', 'cardinal'), ('+', 'None'), ('(-20)/(-10)', 'fraction'), (').', 'None'), ('which', 'None'), ('is', 'None'), ('greater', 'None'), (':', 'None'), ('-42', 'cardinal'), ('or', 'None'), ('r', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-42', 'cardinal')]"
744,question: Let k(w) = -w**3 - 4*w**2 + w + 6. Let d be k(-4). Suppose -d*x + 8 = 6. Let r = -49204/59 + 834. Which is bigger: r or x? answer: x,"['question', ':', 'let', 'k(w)', '=', '-w', '*', '*', '3', '-', '4', '*', 'w', '*', '*', '2', '+', 'w', '+', '6.', 'let', 'd', 'be', 'k(-4).', 'suppose', '-d', '*', 'x', '+', '8', '=', '6.', 'let', 'r', '=', '-49204/59', '+', '834.', 'which', 'is', 'bigger', ':', 'r', 'or', 'x', '?', 'answer', ':', 'x']","['question', ':', ' ', 'let', ' ', 'k(w)', ' ', '=', ' ', '-w', '*', '*', '3', ' ', '-', ' ', '4', '*', 'w', '*', '*', '2', ' ', '+', ' ', 'w', ' ', '+', ' ', '6.', ' ', 'let', ' ', 'd', ' ', 'be', ' ', 'k(-4).', ' ', 'suppose', ' ', '-d', '*', 'x', ' ', '+', ' ', '8', ' ', '=', ' ', '6.', ' ', 'let', ' ', 'r', ' ', '=', ' ', '-49204/59', ' ', '+', ' ', '834.', ' ', 'which', ' ', 'is', ' ', 'bigger', ':', ' ', 'r', ' ', 'or', ' ', 'x', '?', ' ', 'answer', ':', ' ', 'x']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('k(w)', 'characters'), ('=', 'None'), ('-w', 'characters'), ('*', 'None'), ('*', 'None'), ('3', 'cardinal'), ('-', 'None'), ('4', 'cardinal'), ('*', 'None'), ('w', 'None'), ('*', 'None'), ('*', 'None'), ('2', 'cardinal'), ('+', 'None'), ('w', 'None'), ('+', 'None'), ('6.', 'cardinal'), ('let', 'None'), ('d', 'characters'), ('be', 'None'), ('k(-4).', 'characters'), ('suppose', 'None'), ('-d', 'characters'), ('*', 'None'), ('x', 'characters'), ('+', 'None'), ('8', 'cardinal'), ('=', 'None'), ('6.', 'cardinal'), ('let', 'None'), ('r', 'characters'), ('=', 'None'), ('-49204/59', 'fraction'), ('+', 'None'), ('834.', 'cardinal'), ('which', 'None'), ('is', 'None'), ('bigger', 'None'), (':', 'None'), ('r', 'characters'), ('or', 'None'), ('x', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('x', 'characters')]"
745,"question: Let i = 21 + -19. Suppose -c - 2*h = i*c + 34, -15 = 3*h. Let n be ((-6)/c - 1) + 19/60. Which is greater: -1 or n? answer: n","['question', ':', 'let', 'i', '=', '21', '+', '-19.', 'suppose', '-c', '-', '2', '*', 'h', '=', 'i', '*', 'c', '+', '34', ',', '-15', '=', '3', '*', 'h.', 'let', 'n', 'be', '((-6)/c', '-', '1)', '+', '19/60.', 'which', 'is', 'greater', ':', '-1', 'or', 'n', '?', 'answer', ':', 'n']","['question', ':', ' ', 'let', ' ', 'i', ' ', '=', ' ', '21', ' ', '+', ' ', '-19.', ' ', 'suppose', ' ', '-c', ' ', '-', ' ', '2', '*', 'h', ' ', '=', ' ', 'i', '*', 'c', ' ', '+', ' ', '34', ',', ' ', '-15', ' ', '=', ' ', '3', '*', 'h.', ' ', 'let', ' ', 'n', ' ', 'be', ' ', '((-6)/c', ' ', '-', ' ', '1)', ' ', '+', ' ', '19/60.', ' ', 'which', ' ', 'is', ' ', 'greater', ':', ' ', '-1', ' ', 'or', ' ', 'n', '?', ' ', 'answer', ':', ' ', 'n']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('i', 'characters'), ('=', 'None'), ('21', 'cardinal'), ('+', 'None'), ('-19.', 'cardinal'), ('suppose', 'None'), ('-c', 'characters'), ('-', 'None'), ('2', 'cardinal'), ('*', 'None'), ('h', 'characters'), ('=', 'None'), ('i', 'characters'), ('*', 'None'), ('c', 'characters'), ('+', 'None'), ('34', 'cardinal'), (',', 'None'), ('-15', 'cardinal'), ('=', 'None'), ('3', 'cardinal'), ('*', 'None'), ('h.', 'characters'), ('let', 'None'), ('n', 'characters'), ('be', 'None'), ('((-6)/c', 'fraction'), ('-', 'None'), ('1', 'cardinal'), (')', 'None'), ('+', 'None'), ('19/60.', 'fraction'), ('which', 'None'), ('is', 'None'), ('greater', 'None'), (':', 'None'), ('-1', 'cardinal'), ('or', 'None'), ('n', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('n', 'characters')]"
746,"question: Suppose -5*d - 105 = -120, 3*d = 3*l + 69. Is l > 23? answer: False","['question', ':', 'suppose', '-5', '*', 'd', '-', '105', '=', '-120', ',', '3', '*', 'd', '=', '3', '*', 'l', '+', '69.', 'is', 'l', '>', '23', '?', 'answer', ':', 'false']","['question', ':', ' ', 'suppose', ' ', '-5', '*', 'd', ' ', '-', ' ', '105', ' ', '=', ' ', '-120', ',', ' ', '3', '*', 'd', ' ', '=', ' ', '3', '*', 'l', ' ', '+', ' ', '69.', ' ', 'is', ' ', 'l', ' ', '>', ' ', '23', '?', ' ', 'answer', ':', ' ', 'false']","[('question', 'None'), (':', 'None'), ('suppose', 'None'), ('-5', 'cardinal'), ('*', 'None'), ('d', 'characters'), ('-', 'None'), ('105', 'cardinal'), ('=', 'None'), ('-120', 'cardinal'), (',', 'None'), ('3', 'cardinal'), ('*', 'None'), ('d', 'characters'), ('=', 'None'), ('3', 'cardinal'), ('*', 'None'), ('l', 'characters'), ('+', 'None'), ('69.', 'cardinal'), ('is', 'None'), ('l', 'characters'), ('>', 'None'), ('23', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('false', 'None')]"
747,question: Let t be (-10 + 4)*(0 + (-1)/(-3)). Let i be ((-12)/(-12))/(t/2). Is 80 != i? answer: True,"['question', ':', 'let', 't', 'be', '(-10', '+', '4)', '*', '(0', '+', '(-1)/(-3)).', 'let', 'i', 'be', '((-12)/(-12))/(t/2).', 'is', '80', '!', '=', 'i', '?', 'answer', ':', 'true']","['question', ':', ' ', 'let', ' ', 't', ' ', 'be', ' ', '(-10', ' ', '+', ' ', '4)', '*', '(0', ' ', '+', ' ', '(-1)/(-3)).', ' ', 'let', ' ', 'i', ' ', 'be', ' ', '((-12)/(-12))/(t/2).', ' ', 'is', ' ', '80', ' ', '!', '=', ' ', 'i', '?', ' ', 'answer', ':', ' ', 'true']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('t', 'characters'), ('be', 'None'), ('(-10', 'cardinal'), ('+', 'None'), ('4)', 'cardinal'), ('*', 'None'), ('(0', 'cardinal'), ('+', 'None'), ('(-1)/(-3).', 'fraction'), ('let', 'None'), ('i', 'characters'), ('be', 'None'), ('((-12)/(-12))/(t/2).', 'fraction'), ('is', 'None'), ('80', 'cardinal'), ('!', 'None'), ('=', 'None'), ('i', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('true', 'None')]"
748,question: Let t = -7.17 + 0.17. Let i = t + 7. Let v = -0.0959 + -0.2641. Which is smaller: v or i? answer: v,"['question', ':', 'let', 't', '=', '-7.17', '+', '0.17.', 'let', 'i', '=', 't', '+', '7.', 'let', 'v', '=', '-0.0959', '+', '-0.2641.', 'which', 'is', 'smaller', ':', 'v', 'or', 'i', '?', 'answer', ':', 'v']","['question', ':', ' ', 'let', ' ', 't', ' ', '=', ' ', '-7.17', ' ', '+', ' ', '0.17.', ' ', 'let', ' ', 'i', ' ', '=', ' ', 't', ' ', '+', ' ', '7.', ' ', 'let', ' ', 'v', ' ', '=', ' ', '-0.0959', ' ', '+', ' ', '-0.2641.', ' ', 'which', ' ', 'is', ' ', 'smaller', ':', ' ', 'v', ' ', 'or', ' ', 'i', '?', ' ', 'answer', ':', ' ', 'v']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('t', 'characters'), ('=', 'None'), ('-7.17', 'cardinal'), ('+', 'None'), ('0.17.', 'cardinal'), ('let', 'None'), ('i', 'characters'), ('=', 'None'), ('t', 'characters'), ('+', 'None'), ('7.', 'cardinal'), ('let', 'None'), ('v', 'characters'), ('=', 'None'), ('-0.0959', 'cardinal'), ('+', 'None'), ('-0.2641.', 'cardinal'), ('which', 'None'), ('is', 'None'), ('smaller ', 'None'), (':', 'None'), ('v', 'characters'), ('or', 'None'), ('i', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('v', 'characters')]"
749,question: Simplify (z**(42/11)*z**(-2/15)/(z/((z*z/(z/((z**(-4)/z)/z)))/z)))/(z**(-33)*z*z/(z*(z/(z/z**(-2/9)))/z)*z*z**(-1/4)) assuming z is positive. answer: z**(52891/1980),"['question', ':', 'simplify', '(z', '*', '*', '(42/11)', '*', 'z', '*', '*', '(-2/15)/(z/((z', '*', 'z/(z/((z', '*', '*', '(-4)/z)/z)))/z)))/(z', '*', '*', '(-33)', '*', 'z', '*', 'z/(z', '*', '(z/(z/z', '*', '*', '(-2/9)))/z)', '*', 'z', '*', 'z', '*', '*', '(-1/4))', 'assuming', 'z', 'is', 'positive.', 'answer', ':', 'z', '*', '*', '(52891/1980)']","['question', ':', ' ', 'simplify', ' ', '(z', '*', '*', '(42/11)', '*', 'z', '*', '*', '(-2/15)/(z/((z', '*', 'z/(z/((z', '*', '*', '(-4)/z)/z)))/z)))/(z', '*', '*', '(-33)', '*', 'z', '*', 'z/(z', '*', '(z/(z/z', '*', '*', '(-2/9)))/z)', '*', 'z', '*', 'z', '*', '*', '(-1/4))', ' ', 'assuming', ' ', 'z', ' ', 'is', ' ', 'positive.', ' ', 'answer', ':', ' ', 'z', '*', '*', '(52891/1980)']","[('question', 'None'), (':', 'None'), ('simplify', 'None'), ('(', 'None'), ('z', 'characters'), ('*', 'None'), ('*', 'None'), ('42/11', 'fraction'), ('*', 'None'), ('z', 'characters'), ('*', 'None'), ('*', 'None'), ('-2/15', 'fraction'), ('/', 'None'), ('(', 'None'), ('z', 'characters'), ('/', 'None'), ('(', 'None'), ('(', 'None'), ('z', 'characters'), ('*', 'None'), ('z', 'characters'), ('/', 'None'), ('z', 'characters'), ('/', 'None'), ('(', 'None'), ('z', 'characters'), ('*', 'None'), ('*', 'None'), ('-4', 'cardinal'), ('/', 'None'), ('z', 'characters'), ('/', 'None'), ('z', 'characters'), (')', 'None'), (')', 'None'), (')', 'None'), ('/', 'None'), ('z', 'characters'), (')', 'None'), ('/', 'None'), ('(', 'None'), ('z', 'characters'), ('*', 'None'), ('*', 'None'), ('-33', 'cardinal'), ('*', 'None'), ('z', 'characters'), ('*', 'None'), ('z', 'characters'), ('/', 'None'), ('z', 'characters'), ('*', 'None'), ('(', 'None'), ('z', 'characters'), ('/', 'None'), ('z', 'characters'), ('/', 'None'), ('z', 'characters'), ('*', 'None'), ('*', 'None'), ('-2/9', 'fraction'), (')', 'None'), ('/', 'None'), ('z', 'characters'), ('*', 'None'), ('z', 'characters'), ('*', 'None'), ('*', 'None'), ('-1/4', 'fraction'), (')', 'None'), ('assuming', 'None'), ('z', 'characters'), ('is', 'None'), ('positive.', 'None'), ('answer', 'None'), (':', 'None'), ('z', 'characters'), ('*', 'None'), ('*', 'None'), ('52891/1980', 'fraction')]"
750,question: Simplify (p**(21/2)/(p*p*p*p**(-2/13)*(p*p**0)/p))/(((p**(2/7)*p)/p**(2/3))/p**(-2/79)) assuming p is positive. answer: p**(302347/43134),"['question', ':', 'simplify', '(p', '*', '*', '(21/2)/(p', '*', 'p', '*', 'p', '*', 'p', '*', '*', '(-2/13)', '*', '(p', '*', 'p', '*', '*', '0)/p))/(((p', '*', '*', '(2/7)', '*', 'p)/p', '*', '*', '(2/3))/p', '*', '*', '(-2/79))', 'assuming', 'p', 'is', 'positive.', 'answer', ':', 'p', '*', '*', '(302347/43134)']","['question', ':', ' ', 'simplify', ' ', '(p', '*', '*', '(21/2)/(p', '*', 'p', '*', 'p', '*', 'p', '*', '*', '(-2/13)', '*', '(p', '*', 'p', '*', '*', '0)/p))/(((p', '*', '*', '(2/7)', '*', 'p)/p', '*', '*', '(2/3))/p', '*', '*', '(-2/79))', ' ', 'assuming', ' ', 'p', ' ', 'is', ' ', 'positive.', ' ', 'answer', ':', ' ', 'p', '*', '*', '(302347/43134)']","[('question', 'None'), (':', 'None'), ('simplify', 'None'), ('(p', 'characters'), ('*', 'None'), ('*', 'None'), ('(21/2)/(p', 'fraction'), ('*', 'None'), ('p', 'characters'), ('*', 'None'), ('p', 'characters'), ('*', 'None'), ('p', 'characters'), ('*', 'None'), ('*', 'None'), ('(-2/13)', 'fraction'), ('*', 'None'), ('(p', 'characters'), ('*', 'None'), ('p', 'characters'), ('*', 'None'), ('*', 'None'), ('0)/p))/(((p', 'cardinal'), ('*', 'None'), ('*', 'None'), ('(2/7)', 'fraction'), ('*', 'None'), ('p)/p', 'characters'), ('*', 'None'), ('*', 'None'), ('(2/3))/p', 'fraction'), ('*', 'None'), ('*', 'None'), ('(-2/79))', 'fraction'), ('assuming', 'None'), ('p', 'characters'), ('is', 'None'), ('positive.', 'None'), ('answer', 'None'), (':', 'None'), ('p', 'characters'), ('*', 'None'), ('*', 'None'), ('(302347/43134)', 'fraction')]"
751,question: Simplify ((i**(3/8)/i**0)/(i/(i**(-2)/i)*i*i*i*i*i/(i*(i**(-1)*i*i)/i)*i))/(i**(-20)*i*(i*i*i*i/i**(-4/5)*i)/i*i*i/(i**(-2/19)/i)) assuming i is positive. answer: i**(1877/760),"['question', ':', 'simplify', '((i', '*', '*', '(3/8)/i', '*', '*', '0)/(i/(i', '*', '*', '(-2)/i)', '*', 'i', '*', 'i', '*', 'i', '*', 'i', '*', 'i/(i', '*', '(i', '*', '*', '(-1)', '*', 'i', '*', 'i)/i)', '*', 'i))/(i', '*', '*', '(-20)', '*', 'i', '*', '(i', '*', 'i', '*', 'i', '*', 'i/i', '*', '*', '(-4/5)', '*', 'i)/i', '*', 'i', '*', 'i/(i', '*', '*', '(-2/19)/i))', 'assuming', 'i', 'is', 'positive.', 'answer', ':', 'i', '*', '*', '(1877/760)']","['question', ':', ' ', 'simplify', ' ', '((i', '*', '*', '(3/8)/i', '*', '*', '0)/(i/(i', '*', '*', '(-2)/i)', '*', 'i', '*', 'i', '*', 'i', '*', 'i', '*', 'i/(i', '*', '(i', '*', '*', '(-1)', '*', 'i', '*', 'i)/i)', '*', 'i))/(i', '*', '*', '(-20)', '*', 'i', '*', '(i', '*', 'i', '*', 'i', '*', 'i/i', '*', '*', '(-4/5)', '*', 'i)/i', '*', 'i', '*', 'i/(i', '*', '*', '(-2/19)/i))', ' ', 'assuming', ' ', 'i', ' ', 'is', ' ', 'positive.', ' ', 'answer', ':', ' ', 'i', '*', '*', '(1877/760)']","[('question', 'None'), (':', 'None'), ('simplify', 'None'), ('((i', 'None'), ('*', 'None'), ('*', 'None'), ('(3/8)/i', 'fraction'), ('*', 'None'), ('*', 'None'), ('0)/(i/(i', 'None'), ('*', 'None'), ('*', 'None'), ('(-2)/i)', 'Number_Digit'), ('*', 'None'), ('i', 'None'), ('*', 'None'), ('i', 'None'), ('*', 'None'), ('i', 'None'), ('*', 'None'), ('i', 'None'), ('*', 'None'), ('i/(i', 'None'), ('*', 'None'), ('(i', 'None'), ('*', 'None'), ('*', 'None'), ('(-1)', 'Number_Digit'), ('*', 'None'), ('i', 'None'), ('*', 'None'), ('i)/i', 'None'), ('*', 'None'), ('i))/(i', 'None'), ('*', 'None'), ('*', 'None'), ('(-20)', 'Number_Digit'), ('*', 'None'), ('i', 'None'), ('*', 'None'), ('(i', 'None'), ('*', 'None'), ('i', 'None'), ('*', 'None'), ('i', 'None'), ('*', 'None'), ('i/i', 'None'), ('*', 'None'), ('*', 'None'), ('(-4/5)', 'fraction'), ('*', 'None'), ('i)/i', 'None'), ('*', 'None'), ('i', 'None'), ('*', 'None'), ('i/(i', 'None'), ('*', 'None'), ('*', 'None'), ('(-2/19)/i))', 'fraction'), ('assuming', 'None'), ('i', 'None'), ('is', 'None'), ('positive.', 'None'), ('answer', 'None'), (':', 'None'), ('i', 'None'), ('*', 'None'), ('*', 'None'), ('(1877/760)', 'fraction')]"
752,question: Simplify (d**(-36))**(-1/8)/(d**0/(d**(-1/2)*d)*d**(-2/3)*(((d**(-2/3)*d*d*d*d)/d)/d)/d) assuming d is positive. answer: d**(16/3),"['question', ':', 'simplify', '(d', '*', '*', '(-36))', '*', '*', '(-1/8)/(d', '*', '*', '0/(d', '*', '*', '(-1/2)', '*', 'd)', '*', 'd', '*', '*', '(-2/3)', '*', '(((d', '*', '*', '(-2/3)', '*', 'd', '*', 'd', '*', 'd', '*', 'd)/d)/d)/d)', 'assuming', 'd', 'is', 'positive.', 'answer', ':', 'd', '*', '*', '(16/3)']","['question', ':', ' ', 'simplify', ' ', '(d', '*', '*', '(-36))', '*', '*', '(-1/8)/(d', '*', '*', '0/(d', '*', '*', '(-1/2)', '*', 'd)', '*', 'd', '*', '*', '(-2/3)', '*', '(((d', '*', '*', '(-2/3)', '*', 'd', '*', 'd', '*', 'd', '*', 'd)/d)/d)/d)', ' ', 'assuming', ' ', 'd', ' ', 'is', ' ', 'positive.', ' ', 'answer', ':', ' ', 'd', '*', '*', '(16/3)']","[('question', 'None'), (':', 'None'), ('simplify', 'None'), ('(d', 'None'), ('*', 'None'), ('(-36)', 'cardinal'), (')', 'None'), ('*', 'None'), ('(-1/8)/(d', 'fraction'), ('*', 'None'), ('0/(d', 'cardinal'), ('*', 'None'), ('(-1/2)', 'fraction'), ('*', 'None'), ('d', 'characters'), ('*', 'None'), ('(-2/3)', 'fraction'), ('*', 'None'), ('(((d', 'None'), ('*', 'None'), ('(-2/3)', 'fraction'), ('*', 'None'), ('d', 'characters'), ('*', 'None'), ('d', 'characters'), ('*', 'None'), ('d', 'characters'), ('*', 'None'), ('d', 'characters'), ('/d)', 'None'), ('/d)', 'None'), ('/d)', 'None'), ('assuming', 'None'), ('d', 'characters'), ('is', 'None'), ('positive.', 'None'), ('answer', 'None'), (':', 'None'), ('d', 'characters'), ('*', 'None'), ('(16/3)', 'fraction')]"
753,question: Simplify (((p*p*p/(p/(p*p*p**(1/18))))/(p/p**(2/27)))/((p/(p**(-2/11)*p))/((p*p**(-1/13))/p)))**28 assuming p is positive. answer: p**(310366/3861),"['question', ':', 'simplify', '(((p', '*', 'p', '*', 'p/(p/(p', '*', 'p', '*', 'p', '*', '*', '(1/18))))/(p/p', '*', '*', '(2/27)))/((p/(p', '*', '*', '(-2/11)', '*', 'p))/((p', '*', 'p', '*', '*', '(-1/13))/p)))', '*', '*', '28', 'assuming', 'p', 'is', 'positive.', 'answer', ':', 'p', '*', '*', '(310366/3861)']","['question', ':', ' ', 'simplify', ' ', '(((p', '*', 'p', '*', 'p/(p/(p', '*', 'p', '*', 'p', '*', '*', '(1/18))))/(p/p', '*', '*', '(2/27)))/((p/(p', '*', '*', '(-2/11)', '*', 'p))/((p', '*', 'p', '*', '*', '(-1/13))/p)))', '*', '*', '28', ' ', 'assuming', ' ', 'p', ' ', 'is', ' ', 'positive.', ' ', 'answer', ':', ' ', 'p', '*', '*', '(310366/3861)']","[('question', 'None'), (':', 'None'), ('simplify', 'None'), ('(((', 'None'), ('p', 'None'), ('*', 'None'), ('p', 'None'), ('*', 'None'), ('p', 'None'), ('/', 'None'), ('p', 'None'), ('/', 'None'), ('(', 'None'), ('p', 'None'), ('*', 'None'), ('p', 'None'), ('*', 'None'), ('p', 'None'), ('*', 'None'), ('*', 'None'), ('2/27', 'fraction'), (')', 'None'), ('/', 'None'), ('(', 'None'), ('p', 'None'), ('/', 'None'), ('p', 'None'), ('*', 'None'), ('*', 'None'), ('(-2/11)', 'fraction'), ('*', 'None'), ('p', 'None'), (')', 'None'), ('/', 'None'), ('(', 'None'), ('p', 'None'), ('/', 'None'), ('(', 'None'), ('p', 'None'), ('*', 'None'), ('p', 'None'), ('*', 'None'), ('*', 'None'), ('(-1/13)', 'fraction'), ('/', 'None'), ('p', 'None'), (')', 'None'), (')', 'None'), ('*', 'None'), ('*', 'None'), ('28', 'cardinal'), ('assuming', 'None'), ('p', 'None'), ('is', 'None'), ('positive.', 'None'), ('answer', 'None'), (':', 'None'), ('p', 'None'), ('*', 'None'), ('*', 'None'), ('(310366/3861)', 'fraction')]"
754,question: Simplify n**(11/5)*(n*(n**(1/3)/n)/n)/n**(-3)*n**6*n**(4/5) assuming n is positive. answer: n**(34/3),"['question', ':', 'simplify', 'n', '*', '*', '(11/5)', '*', '(n', '*', '(n', '*', '*', '(1/3)/n)/n)/n', '*', '*', '(-3)', '*', 'n', '*', '*', '6', '*', 'n', '*', '*', '(4/5)', 'assuming', 'n', 'is', 'positive.', 'answer', ':', 'n', '*', '*', '(34/3)']","['question', ':', ' ', 'simplify', ' ', 'n', '*', '*', '(11/5)', '*', '(n', '*', '(n', '*', '*', '(1/3)/n)/n)/n', '*', '*', '(-3)', '*', 'n', '*', '*', '6', '*', 'n', '*', '*', '(4/5)', ' ', 'assuming', ' ', 'n', ' ', 'is', ' ', 'positive.', ' ', 'answer', ':', ' ', 'n', '*', '*', '(34/3)']","[('question', 'None'), (':', 'None'), ('simplify', 'None'), ('n', 'characters'), ('*', 'None'), ('(11/5)', 'fraction'), ('*', 'None'), ('n', 'characters'), ('*', 'None'), ('(n', 'characters'), ('*', 'None'), ('*', 'None'), ('1/3)/n', 'fraction'), (')/n', 'None'), ('/n', 'None'), ('*', 'None'), ('*', 'None'), ('-3', 'cardinal'), ('*', 'None'), ('n', 'characters'), ('*', 'None'), ('*', 'None'), ('6', 'cardinal'), ('*', 'None'), ('n', 'characters'), ('*', 'None'), ('*', 'None'), ('(4/5)', 'fraction'), ('assuming', 'None'), ('n', 'characters'), ('is', 'None'), ('positive.', 'None'), ('answer', 'None'), (':', 'None'), ('n', 'characters'), ('*', 'None'), ('*', 'None'), ('(34/3)', 'fraction')]"
755,question: Simplify ((t**0)**(-9/10)*(t*t**(2/11)/t)/(t*((t/(t**(-2)/t))/t)/t))**(-8) assuming t is positive. answer: t**(248/11),"['question', ':', 'simplify', '((t', '*', '*', '0)', '*', '*', '(-9/10)', '*', '(t', '*', 't', '*', '*', '(2/11)/t)/(t', '*', '((t/(t', '*', '*', '(-2)/t))/t)/t))', '*', '*', '(-8)', 'assuming', 't', 'is', 'positive.', 'answer', ':', 't', '*', '*', '(248/11)']","['question', ':', ' ', 'simplify', ' ', '((t', '*', '*', '0)', '*', '*', '(-9/10)', '*', '(t', '*', 't', '*', '*', '(2/11)/t)/(t', '*', '((t/(t', '*', '*', '(-2)/t))/t)/t))', '*', '*', '(-8)', ' ', 'assuming', ' ', 't', ' ', 'is', ' ', 'positive.', ' ', 'answer', ':', ' ', 't', '*', '*', '(248/11)']","[('question', 'None'), (':', 'None'), ('simplify', 'None'), ('((t', 'None'), ('*', 'None'), ('*', 'None'), ('0)', 'characters'), ('*', 'None'), ('*', 'None'), ('(-9/10)', 'fraction'), ('*', 'None'), ('(t', 'None'), ('*', 'None'), ('t', 'None'), ('*', 'None'), ('*', 'None'), ('(2/11)/t)', 'unit'), ('/(t', 'None'), ('*', 'None'), ('((t/(t', 'None'), ('*', 'None'), ('*', 'None'), ('(-2)/t))/t)/t))', 'unit'), ('*', 'None'), ('*', 'None'), ('-8', 'cardinal'), ('assuming', 'None'), ('t', 'None'), ('is', 'None'), ('positive.', 'None'), ('answer', 'None'), (':', 'None'), ('t', 'None'), ('*', 'None'), ('*', 'None'), ('(248/11)', 'fraction')]"
